f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,label,source_image
0.0,0.0,0.0,0.5866531133651733,-0.31338250637054443,-0.1603868305683136,0.9194652438163757,-0.9315081834793091,-0.21795161068439484,0.9526464939117432,-1.4811521768569946,-0.2910633981227875,0.9098789691925049,-1.8903601169586182,-0.33836665749549866,0.6216114163398743,-1.3546686172485352,-0.012835771776735783,0.6662624478340149,-1.7427797317504883,-0.3296205699443817,0.6581998467445374,-1.3777180910110474,-0.5319164395332336,0.647343635559082,-1.0259593725204468,-0.6143505573272705,0.2627178430557251,-1.327397346496582,-0.05273742228746414,0.36016663908958435,-1.6423089504241943,-0.41182252764701843,0.3939509391784668,-1.1243886947631836,-0.5471465587615967,0.38678616285324097,-0.7323034405708313,-0.5604713559150696,-0.08202354609966278,-1.2435142993927002,-0.14054325222969055,0.04376683756709099,-1.4936341047286987,-0.506365180015564,0.09867294132709503,-0.9654092788696289,-0.4927352964878082,0.09446094930171967,-0.6006098389625549,-0.3842012584209442,-0.43485113978385925,-1.1194524765014648,-0.24217544496059418,-0.2889834940433502,-1.2412402629852295,-0.49892255663871765,-0.20034371316432953,-0.8708480596542358,-0.48184308409690857,-0.16591982543468475,-0.6072881817817688,-0.40202707052230835,A,A/A1008.jpg
0.0,0.0,0.0,0.6005431413650513,-0.30279645323753357,-0.1686970591545105,0.9628285765647888,-0.923419713973999,-0.23199672996997833,0.9924284219741821,-1.4823893308639526,-0.3082958459854126,0.9213051795959473,-1.8920135498046875,-0.3606638014316559,0.648208737373352,-1.3324085474014282,-0.03139561787247658,0.671430230140686,-1.7277411222457886,-0.34379270672798157,0.6594382524490356,-1.3770349025726318,-0.5417545437812805,0.6459606885910034,-1.0452241897583008,-0.6256093382835388,0.28478431701660156,-1.3101863861083984,-0.07029611617326736,0.37979602813720703,-1.6160413026809692,-0.43196654319763184,0.4179121255874634,-1.0924862623214722,-0.5749819278717041,0.39422735571861267,-0.7001438140869141,-0.5953011512756348,-0.06141849607229233,-1.232329249382019,-0.1545076221227646,0.06741790473461151,-1.4679619073867798,-0.5263975262641907,0.127500981092453,-0.932215690612793,-0.5174882411956787,0.11502622812986374,-0.5696985721588135,-0.41213205456733704,-0.41521787643432617,-1.1134681701660156,-0.2517050802707672,-0.24845156073570251,-1.2303937673568726,-0.513754665851593,-0.16382911801338196,-0.8492888808250427,-0.49743980169296265,-0.14063028991222382,-0.5808653831481934,-0.41816598176956177,A,A/A1009.jpg
0.0,0.0,0.0,0.5886017084121704,-0.2913298010826111,-0.15655571222305298,0.9533091187477112,-0.9372628331184387,-0.20402251183986664,0.999965250492096,-1.5003184080123901,-0.2678077220916748,0.9197955131530762,-1.9127951860427856,-0.30467262864112854,0.6410566568374634,-1.378892421722412,-0.022446075454354286,0.6887735724449158,-1.7845895290374756,-0.3513859808444977,0.6497257947921753,-1.3668370246887207,-0.5404766201972961,0.6311740875244141,-1.0086493492126465,-0.6061219573020935,0.270957887172699,-1.3516689538955688,-0.06367054581642151,0.35650452971458435,-1.6798664331436157,-0.4359855651855469,0.37798333168029785,-1.1369682550430298,-0.5622420310974121,0.3649819493293762,-0.7440202236175537,-0.5596624612808228,-0.08371908962726593,-1.2638168334960938,-0.1530579924583435,0.03682398796081543,-1.5153698921203613,-0.5396498441696167,0.09223861247301102,-0.9550600647926331,-0.5245141983032227,0.0953390896320343,-0.5735300779342651,-0.4035462439060211,-0.44131359457969666,-1.1295602321624756,-0.25353899598121643,-0.2908875346183777,-1.2812138795852661,-0.5238189697265625,-0.20232218503952026,-0.8971258401870728,-0.5077574253082275,-0.1665458232164383,-0.614996075630188,-0.4204319715499878,A,A/A1010.jpg
0.0,0.0,0.0,0.6245546340942383,-0.28282180428504944,-0.1480192095041275,0.9844537377357483,-0.8515158891677856,-0.20428934693336487,1.028977394104004,-1.3823728561401367,-0.2742404341697693,0.9897401928901672,-1.7747247219085693,-0.3264886140823364,0.7266269326210022,-1.2143659591674805,-0.02088397741317749,0.7239428162574768,-1.6178184747695923,-0.3137109577655792,0.702228307723999,-1.302220106124878,-0.5085728764533997,0.707842230796814,-0.9941630363464355,-0.599493682384491,0.37366995215415955,-1.1990710496902466,-0.06783831864595413,0.4387233257293701,-1.5447001457214355,-0.4085923731327057,0.447410523891449,-1.0590176582336426,-0.5615261793136597,0.414752334356308,-0.6890496015548706,-0.5942988395690918,0.0390288345515728,-1.1246609687805176,-0.15408243238925934,0.10731276869773865,-1.4057444334030151,-0.5051468014717102,0.1521168053150177,-0.897392213344574,-0.5121017694473267,0.14426790177822113,-0.5473598837852478,-0.4226696491241455,-0.3095671832561493,-1.0097206830978394,-0.2506358325481415,-0.21453246474266052,-1.175055980682373,-0.5005302429199219,-0.13055096566677094,-0.8255237340927124,-0.49254199862480164,-0.09225071966648102,-0.5610184669494629,-0.4221729338169098,A,A/A1011.jpg
0.0,0.0,0.0,0.6175509095191956,-0.19357918202877045,-0.17413043975830078,1.0412309169769287,-0.7965476512908936,-0.22907236218452454,1.1069445610046387,-1.3784996271133423,-0.28849589824676514,1.068369746208191,-1.80006742477417,-0.3285175859928131,0.754021942615509,-1.2169923782348633,-0.08082772046327591,0.7831511497497559,-1.708324670791626,-0.39303648471832275,0.7624883651733398,-1.3731049299240112,-0.5700825452804565,0.7646862268447876,-1.030208706855774,-0.6392008662223816,0.3757593333721161,-1.2193207740783691,-0.11362896859645844,0.4523089528083801,-1.589201807975769,-0.4834449589252472,0.44717466831207275,-1.0611891746520996,-0.6125469207763672,0.4152616262435913,-0.6686007380485535,-0.6168717741966248,0.013022894971072674,-1.1497654914855957,-0.18862606585025787,0.09572155773639679,-1.4107939004898071,-0.5754042863845825,0.11985687166452408,-0.860687792301178,-0.569263756275177,0.11376404017210007,-0.4900762736797333,-0.4597402811050415,-0.35854339599609375,-1.0358926057815552,-0.27297741174697876,-0.2638523578643799,-1.202896237373352,-0.5568187832832336,-0.19414174556732178,-0.8140888810157776,-0.5528474450111389,-0.15843598544597626,-0.5265406966209412,-0.4757855534553528,A,A/A1012.jpg
0.0,0.0,0.0,0.5966744422912598,-0.20616833865642548,-0.1586049348115921,1.0046252012252808,-0.8083065152168274,-0.20909132063388824,1.0786222219467163,-1.3656654357910156,-0.26387670636177063,1.040480613708496,-1.7769427299499512,-0.29730573296546936,0.7407746911048889,-1.2394083738327026,-0.09294779598712921,0.7444835305213928,-1.6983845233917236,-0.39650124311447144,0.717232346534729,-1.312178134918213,-0.561238169670105,0.7008030414581299,-0.957119345664978,-0.6193597316741943,0.3636975586414337,-1.2363702058792114,-0.13116149604320526,0.41109803318977356,-1.605041742324829,-0.4788267910480499,0.4263857305049896,-1.0689328908920288,-0.5979958772659302,0.402812659740448,-0.6886664032936096,-0.6028935313224792,-0.0022229566238820553,-1.1582615375518799,-0.2070828229188919,0.054498862475156784,-1.4494391679763794,-0.5693778395652771,0.09495294094085693,-0.9021153450012207,-0.5538370013237,0.09478910267353058,-0.5451642870903015,-0.44714683294296265,-0.38048553466796875,-1.0361123085021973,-0.2910658121109009,-0.30727165937423706,-1.2312613725662231,-0.5575246214866638,-0.22590221464633942,-0.8491336703300476,-0.542083203792572,-0.18616122007369995,-0.5714566707611084,-0.4608401656150818,A,A/A1013.jpg
0.0,0.0,0.0,0.6091309189796448,-0.21264809370040894,-0.1858597993850708,1.0435450077056885,-0.8525529503822327,-0.24127690494060516,1.1219884157180786,-1.4299136400222778,-0.2992413341999054,1.0630435943603516,-1.8485175371170044,-0.33186209201812744,0.7514227032661438,-1.3098756074905396,-0.08807827532291412,0.7882594466209412,-1.7056304216384888,-0.4125136435031891,0.7122920751571655,-1.2667171955108643,-0.5924664735794067,0.6581305861473083,-0.9075953960418701,-0.6557201743125916,0.35414963960647583,-1.3073447942733765,-0.11859201639890671,0.42924657464027405,-1.6619175672531128,-0.4956228733062744,0.4147365987300873,-1.0890926122665405,-0.6252331137657166,0.3749018609523773,-0.6844961643218994,-0.6252308487892151,-0.021201668307185173,-1.2347757816314697,-0.19290736317634583,0.059041690081357956,-1.5043153762817383,-0.5831303596496582,0.08724316209554672,-0.9161299467086792,-0.5711020231246948,0.07835064828395844,-0.5274553894996643,-0.4543468952178955,-0.3918226361274719,-1.1129199266433716,-0.27822145819664,-0.29539528489112854,-1.279560923576355,-0.5587256550788879,-0.22649556398391724,-0.8673895597457886,-0.543775737285614,-0.1941918134689331,-0.5713063478469849,-0.45788702368736267,A,A/A1014.jpg
0.0,0.0,0.0,0.5978264808654785,-0.2106724977493286,-0.18001672625541687,1.02353835105896,-0.8441453576087952,-0.23030728101730347,1.103203535079956,-1.417875051498413,-0.28441140055656433,1.051735758781433,-1.829284429550171,-0.31340092420578003,0.746268630027771,-1.2890865802764893,-0.07878684252500534,0.7844074964523315,-1.6900129318237305,-0.3952024281024933,0.7050062417984009,-1.2742557525634766,-0.5716198086738586,0.6581305861473083,-0.928428053855896,-0.6362359523773193,0.35331445932388306,-1.2846626043319702,-0.10896418988704681,0.41874760389328003,-1.6426559686660767,-0.4775025546550751,0.39924025535583496,-1.0952072143554688,-0.6039961576461792,0.3679491877555847,-0.7059676051139832,-0.6051637530326843,-0.014851236715912819,-1.2125401496887207,-0.18321336805820465,0.043788518756628036,-1.483680009841919,-0.5644139051437378,0.07332490384578705,-0.9173548817634583,-0.5572081208229065,0.07979265600442886,-0.5385698080062866,-0.4473499655723572,-0.3739089071750641,-1.0900444984436035,-0.26869815587997437,-0.29913389682769775,-1.2588056325912476,-0.5426028370857239,-0.2223290055990219,-0.865439772605896,-0.536950945854187,-0.16953831911087036,-0.575972855091095,-0.46134477853775024,A,A/A1015.jpg
0.0,0.0,0.0,0.6091059446334839,-0.20778712630271912,-0.1789988875389099,1.0430972576141357,-0.8392357230186462,-0.23514021933078766,1.1322612762451172,-1.4125709533691406,-0.29592442512512207,1.0843982696533203,-1.8316503763198853,-0.3321502208709717,0.7931966185569763,-1.2888222932815552,-0.07474225759506226,0.8109837770462036,-1.682682991027832,-0.39487382769584656,0.7260529398918152,-1.2585792541503906,-0.5851432681083679,0.6602950096130371,-0.9066275358200073,-0.6586666703224182,0.39474159479141235,-1.29169762134552,-0.10671557486057281,0.44634774327278137,-1.6429193019866943,-0.47741156816482544,0.4233783483505249,-1.0841920375823975,-0.613090455532074,0.37187641859054565,-0.6903605461120605,-0.620572566986084,0.025426192209124565,-1.225353479385376,-0.18191315233707428,0.0801049992442131,-1.4979616403579712,-0.5581803917884827,0.10206566751003265,-0.9316193461418152,-0.5529592037200928,0.08665125072002411,-0.5581717491149902,-0.4460609257221222,-0.3364419639110565,-1.1121042966842651,-0.2687789797782898,-0.2609086036682129,-1.2677758932113647,-0.5370301008224487,-0.19801771640777588,-0.8742010593414307,-0.5279514789581299,-0.16294090449810028,-0.5926578640937805,-0.4504372775554657,A,A/A1016.jpg
0.0,0.0,0.0,0.6028146743774414,-0.2116634100675583,-0.1809769570827484,1.044549584388733,-0.8545587062835693,-0.23392662405967712,1.1255253553390503,-1.4479880332946777,-0.290527880191803,1.0796887874603271,-1.8717272281646729,-0.32097285985946655,0.7617393136024475,-1.319118618965149,-0.0730682760477066,0.7962464094161987,-1.7394249439239502,-0.39555948972702026,0.7168645262718201,-1.3144065141677856,-0.5759809613227844,0.6716309785842896,-0.9523589611053467,-0.6408629417419434,0.3599606156349182,-1.313026785850525,-0.10210321098566055,0.4144599735736847,-1.6658562421798706,-0.46737945079803467,0.3957498371601105,-1.1105133295059204,-0.5884668827056885,0.3680097758769989,-0.7207266688346863,-0.5874707698822021,-0.018848087638616562,-1.2390903234481812,-0.17715033888816833,0.040211357176303864,-1.5131914615631104,-0.557339072227478,0.06928940117359161,-0.9450603127479553,-0.5443172454833984,0.07830394804477692,-0.5670354962348938,-0.431993693113327,-0.38988637924194336,-1.1178573369979858,-0.26308709383010864,-0.3172605037689209,-1.2899829149246216,-0.5356745719909668,-0.24279457330703735,-0.8835349082946777,-0.5247491002082825,-0.18843421339988708,-0.5885218381881714,-0.4448285698890686,A,A/A1017.jpg
0.0,0.0,0.0,0.5946322083473206,-0.2272251397371292,-0.15749859809875488,1.014657974243164,-0.8912175297737122,-0.19243168830871582,1.0924571752548218,-1.4764970541000366,-0.23709987103939056,1.0742133855819702,-1.8925902843475342,-0.2576145827770233,0.7498413324356079,-1.3491482734680176,-0.03467698022723198,0.7760087847709656,-1.7542757987976074,-0.34540876746177673,0.7026361227035522,-1.3361350297927856,-0.5195368528366089,0.6597326397895813,-0.9709692597389221,-0.5798623561859131,0.34918415546417236,-1.3386757373809814,-0.07174097746610641,0.3896580934524536,-1.6967500448226929,-0.4367324709892273,0.37885040044784546,-1.147573709487915,-0.5631201863288879,0.3569444417953491,-0.7471784353256226,-0.5606380701065063,-0.026463234797120094,-1.2580617666244507,-0.15296395123004913,0.01538717932999134,-1.5306284427642822,-0.5376837253570557,0.03850880265235901,-0.9562427997589111,-0.5304856300354004,0.04950810968875885,-0.5759302973747253,-0.416290819644928,-0.3949142098426819,-1.1212992668151855,-0.242893248796463,-0.3460686206817627,-1.3056825399398804,-0.5236265659332275,-0.2710837721824646,-0.8964621424674988,-0.518131673336029,-0.20574834942817688,-0.5985992550849915,-0.43793147802352905,A,A/A1018.jpg
0.0,0.0,0.0,0.5961834788322449,-0.2229992300271988,-0.16569168865680695,1.028454065322876,-0.8615348935127258,-0.20684443414211273,1.12398099899292,-1.4333070516586304,-0.2551841735839844,1.0897603034973145,-1.8399391174316406,-0.2763868570327759,0.7564849853515625,-1.3181782960891724,-0.05163898319005966,0.7848705649375916,-1.721071720123291,-0.36482691764831543,0.7053132057189941,-1.3016271591186523,-0.5353386998176575,0.6537647843360901,-0.9540387392044067,-0.5921576619148254,0.36507001519203186,-1.3030887842178345,-0.08642543107271194,0.42379117012023926,-1.673275351524353,-0.457393079996109,0.4063625931739807,-1.1186336278915405,-0.580502450466156,0.36731594800949097,-0.7328920364379883,-0.57266765832901,0.002660241676494479,-1.2299844026565552,-0.16552087664604187,0.04962524399161339,-1.516420602798462,-0.5543636083602905,0.07074578106403351,-0.9378181099891663,-0.5466435551643372,0.06870397180318832,-0.5628605484962463,-0.4292709231376648,-0.35456329584121704,-1.1108429431915283,-0.2540559768676758,-0.2909885048866272,-1.2930790185928345,-0.5325259566307068,-0.2235150933265686,-0.8863345384597778,-0.5249609351158142,-0.1758449375629425,-0.5925930738449097,-0.44303634762763977,A,A/A1019.jpg
